area_type,"area_type(1,2)",location,location (Cityno.),size(1BHK-5BHK),society,society(361000-461000),total_sqft,bathroom,balcony,price
Super built-up  Area,2,Whitefield,4406,2,SearkHy,439879,8685,2,2,57
Super built-up  Area,1,Kodichikkanahalli,4407,3,,369621,2283,2,3,43
Super built-up  Area,2,Sector 6 HSR Layout,4408,5,,409724,8972,5,,270
Super built-up  Area,1,Yeshwanthpur,4409,2,IBityin,437282,2913,2,2,76.18
Super built-up  Area,2,Kanakpura Road,4410,2,Niacesa,428838,8032,2,2,79.9
Super built-up  Area,1,Varthur,4411,4,Caiseur,426478,3371,2,3,55.5
Built-up  Area,1,Basavanapura,4412,1,Papusa ,383639,9326,2,2,68
Plot  Area,2,CQAL Layout,4413,1,,374773,3073,3,2,475
Super built-up  Area,2,Iblur Village,4414,2,Emine P,378002,5531,5,0,252
Built-up  Area,2,Sarjapur  Road,4415,5,Contsci,425279,2230,3,3,120
Built-up  Area,2,Koramangala,4416,2,KHage G,389684,6029,2,0,115
Super built-up  Area,2,Haralur Road,4417,2,SNnia E,394753,2860,2,1,70
Super built-up  Area,1,Marathahalli,4418,1,,434116,7355,2,2,52.43
Built-up  Area,2,Panathur,4419,3,,425368,8149,2,1,68
Super built-up  Area,2,Hennur Road,4420,2,SaireSa,415293,5916,3,1,109
Super built-up  Area,2,Yelahanka,4421,5,PuziaVe,403303,2106,2,2,86
Plot  Area,2,Mathikere,4422,4,,460250,6134,3,0,215
Built-up  Area,1,Bellandur,4423,2,Vaodssh,446404,8568,4,0,260
Super built-up  Area,1,AECS Layout,4424,4,Foncync,404372,3048,2,1,36.58
Super built-up  Area,2,Venugopal Reddy Layout,4425,1,Patust ,412483,3945,3,3,85
Super built-up  Area,1,Thanisandra,4426,3,G conTh,425678,610,3,2,135
Super built-up  Area,2,Brookefield,4427,2,Gotaten,417101,2319,2,2,70
Super built-up  Area,1,Mysore Road,4428,1,PrntaEn,414364,3944,3,1,115
Super built-up  Area,2,BEML Layout,4429,3,,362949,5663,2,2,85
Built-up  Area,1,Murugeshpalya,4430,1,IBaveen,448062,5277,4,2,310
Built-up  Area,1,Lake City,4431,2,Prdenth,449212,5094,2,1,35
Plot  Area,2,Lakshmipura,4432,2,,417643,2628,2,1,110
Super built-up  Area,1,Sarjapur  Road,4433,2,Adeatlm,410229,1389,4,2,180
Super built-up  Area,1,Pragathi Nagar,4434,4,DStra S,418147,4230,2,2,41
Super built-up  Area,1,Haralur Road,4435,2,NRowse ,451351,2879,3,3,56
Super built-up  Area,2,Kanakpura Road,4436,1,JRrnauv,418093,9175,3,3,64.5
Super built-up  Area,1,Dasanapura,4437,2,Tavenew,455298,6193,1,0,28.32
Super built-up  Area,1,Sarjapur  Road,4438,3,Mades G,369435,4376,3,1,160
Super built-up  Area,2,Hoodi,4439,4,SMaxyay,417335,9090,2,1,82
Super built-up  Area,1,Bellandur,4440,2,GoncyRe,404617,3639,2,2,72
Built-up  Area,2,BTM Layout,4441,5,,409412,8982,6,3,165
Super built-up  Area,2,Electronics City Phase 1,4442,4,Shitt S,373162,6337,2,1,57
Built-up  Area,2,Chikkalasandra,4443,3,V2avei ,404418,5712,2,1,80
Plot  Area,1,Akshaya Nagar,4444,2,,445442,6704,4,2,62
Super built-up  Area,1,Whitefield,4445,3,,388787,1669,4,3,280
Super built-up  Area,1,Haralur Road,4446,5,,449536,2678,2,2,46
Plot  Area,1,Old Town,4447,1,,421665,5152,8,,200
Super built-up  Area,1,8th Phase JP Nagar,4448,4,,394117,4968,2,2,35
Super built-up  Area,1,Vijaya Bank Layout,4449,4,,372659,4273,2,1,68
Plot  Area,1,Whitefield,4450,4,,441256,1848,2,1,45
Plot  Area,2,Okalipura,4451,5,,435130,5731,4,3,120
Built-up  Area,1,Bommasandra Industrial Area,4452,3,,363201,6567,2,1,38.13
Super built-up  Area,2,Badavala Nagar,4453,5,DNncasa,370942,5403,3,2,115
Super built-up  Area,1,Sector 2 HSR Layout,4454,5,NDpalSe,421579,1969,2,3,55
Super built-up  Area,1,Rachenahalli,4455,1,AsNowre,363070,2532,1,1,28
Super built-up  Area,1,Sahakara Nagar,4456,2,KPhtsei,421957,3755,2,3,50
Super built-up  Area,1,Thanisandra,4457,5,Soitya ,421821,6859,3,1,115
Super built-up  Area,2,Hennur Road,4458,2,Puachal,447501,8704,2,1,69.61
Super built-up  Area,2,Whitefield,4459,2,Viisear,409171,9275,2,2,90
Super built-up  Area,1,Talaghattapura,4460,3,Sodgere,374819,7865,3,1,120
Super built-up  Area,2,Begur,4461,5,Arera V,374488,8753,2,2,47.1
Super built-up  Area,1,Hebbal Kempapura,4462,5,Goateds,406414,2092,2,3,140
Built-up  Area,2,Harlur,4463,3,,424673,5500,3,2,100
Super built-up  Area,1,JP Nagar,4464,4,Pehtsa ,389189,9602,3,2,402
Super built-up  Area,2,Somasundara Palya,4465,3,ManceEl,385996,4805,2,3,70
Built-up  Area,1,Yeshwanthpur,4466,3,,386114,1220,4,3,260
Built-up  Area,2,Whitefield,4467,2,,415906,3117,4,3,147
Built-up  Area,2,Kaval Byrasandra,4468,5,,439961,4964,2,1,49
Super built-up  Area,1,Hongasandra,4469,4,,441998,6714,2,2,49
Plot  Area,2,Maruthi Extension,4470,2,,438378,9351,4,2,180
Plot  Area,1,Vidyapeeta,4471,1,,424683,2460,3,1,98
Super built-up  Area,2,Pai Layout,4472,2,,426996,1311,2,2,35
Super built-up  Area,1,Hebbal,4473,4,Mahosya,397202,9176,3,2,123
Super built-up  Area,1,Banashankari,4474,4,,415639,8434,2,1,63.98
Plot  Area,1,Madiwala,4475,1,,414190,5693,4,1,140
Super built-up  Area,1,Haralur Road,4476,3,Ozensve,404028,6255,2,1,78
Super built-up  Area,1,7th Phase JP Nagar,4477,2,BriumMi,378573,9299,2,2,90
Super built-up  Area,1,EPIP Zone,4478,4,Ste 2al,364834,1231,3,3,125
Super built-up  Area,2,Akshaya Nagar,4479,3,,363076,8973,2,1,60
Super built-up  Area,2,Rachenahalli,4480,5,Paentta,446135,9308,2,1,55
Super built-up  Area,2,Horamavu Banaswadi,4481,4,,441108,4784,2,2,48
Built-up  Area,1,Kereguddadahalli,4482,1,Jaood G,448308,8774,3,2,41
Built-up  Area,1,Varthur,4483,5,,447188,3437,8,3,92
Super built-up  Area,1,Yelahanka,4484,2,,411935,890,2,1,70
Super built-up  Area,1,Ambalipura,4485,2,Sisice ,427804,2239,2,1,30.13
Super built-up  Area,2,Rachenahalli,4486,1,,373256,1068,5,,220
Super built-up  Area,1,BTM 2nd Stage,4487,3,Fea 3Al,447392,9064,2,0,35
Built-up  Area,2,Ramagondanahalli,4488,3,,430779,2899,4,3,155
Super built-up  Area,2,Hebbal,4489,1,Raard B,380705,1719,4,3,198
Built-up  Area,1,Ambalipura,4490,1,AltesEs,431481,5589,3,,198
Built-up  Area,2,Ramamurthy Nagar,4491,2,,422512,7130,3,2,150
Built-up  Area,1,Sarjapur,4492,2,Srncya ,427570,7937,2,2,30
Plot  Area,1,Meenakshi Layout,4493,1,,399632,7195,7,0,220
Super built-up  Area,1,S R Layout,4494,2,Seasare,418704,2492,2,2,48
Built-up  Area,2,Cholanayakanahalli,4495,3,,429391,7645,2,0,95
Super built-up  Area,2,GD Layout,4496,4,,370954,7883,2,1,44
Super built-up  Area,2,Vittal Nagar,4497,5,,431718,3548,2,2,49
Super built-up  Area,2,Iblur Village,4498,5,DNionfl,381031,4056,5,0,191
Super built-up  Area,2,Koramangala,4499,2,Prood P,401394,7701,6,2,325
Super built-up  Area,2,Nagarbhavi,4500,3,,449683,517,2,2,40
Super built-up  Area,1,Rachenahalli,4501,1,Sovar S,421830,7881,3,2,74.5
Super built-up  Area,2,Seegehalli,4502,5,Paoliy ,415856,7709,4,2,82
Super built-up  Area,2,Hoodi,4503,5,Caycend,413661,2228,3,3,84.95
Built-up  Area,1,Maruthi Sevanagar,4504,1,,442537,4277,4,1,115
Super built-up  Area,2,Kengeri,4505,3,,380352,4105,2,1,27.54
Super built-up  Area,1,Chandapura,4506,4,SunceEs,454950,3744,1,1,16.45
Super built-up  Area,2,Banashankari Stage III,4507,3,Pridsi ,364985,7275,2,1,60
Super built-up  Area,2,Thigalarapalya,4508,5,SLavena,431785,3827,2,2,62
Built-up  Area,1,Thanisandra,4509,1,Soitya ,392762,3534,3,2,125
Super built-up  Area,1,Kaggalipura,4510,3,Baowsig,423804,2545,2,1,50
Plot  Area,1,Munnekollal,4511,1,,420924,7556,7,,240
Super built-up  Area,1,Electronic City,4512,1,GMown E,376506,4532,2,1,55
Super built-up  Area,1,Ardendale,4513,4,SoystAm,387235,1334,3,2,92
Super built-up  Area,1,Attibele,4514,2,DSvar S,426980,7100,2,1,40.98
Super built-up  Area,1,Marathahalli,4515,3,Prionad,442935,4902,2,1,103
Plot  Area,1,Malleshpalya,4516,2,,453302,823,4,2,250
Plot  Area,1,RMV 2nd Stage,4517,1,,371274,3316,3,,700
Plot  Area,2,Kithaganur,4518,4,,429441,6940,4,3,62
Super built-up  Area,1,Lakshminarayana Pura,4519,1,RothaVa,369251,4523,3,2,150
Super built-up  Area,1,Sarjapur  Road,4520,5,Asira E,373702,6489,2,1,49
Super built-up  Area,2,Dodda Nekkundi,4521,4,,432636,607,3,2,135
Super built-up  Area,1,7th Phase JP Nagar,4522,1,Brnia G,404258,1362,2,1,75
Super built-up  Area,2,Whitefield,4523,5,,427923,5481,2,2,64
Super built-up  Area,1,Basavangudi,4524,3,Swers T,424492,8128,2,2,160
Super built-up  Area,2,Ramagondanahalli,4525,3,ViistLa,454469,1682,2,1,52.66
Plot  Area,2,Shirdi Sai Nagar,4526,4,,413776,5899,3,0,85
Super built-up  Area,2,Padmanabhanagar,4527,5,,440576,2078,2,3,75
Super built-up  Area,1,Hagadur,4528,2,,416367,6745,2,1,47.5
Super built-up  Area,2,Wilson Garden,4529,1,Gonoril,443411,4947,3,2,155
Plot  Area,2,Old Madras Road,4530,4,,437839,4553,4,,260
Super built-up  Area,1,Sarjapur  Road,4531,5,Contsci,397736,7817,2,2,78
Super built-up  Area,1,Kalena Agrahara,4532,5,PuamaPa,382480,9704,2,2,100
Super built-up  Area,2,Begur Road,4533,5,Dhalsh ,436755,2972,2,3,52.17
Super built-up  Area,2,"JP Nagar 7th Phase, ",4534,5,,433139,8844,2,1,74
Plot  Area,1,Ramamurthy Nagar,4535,5,,401089,7264,3,2,45
Built-up  Area,2,Raghuvanahalli,4536,5,,446642,1103,3,2,65.8
Plot  Area,2,J C Nagar,4537,1,,436170,9242,2,0,108
Super built-up  Area,2,Sadduguntepalya,4538,5,Jaanaa ,437686,1032,2,2,75
Super built-up  Area,2,Begur Road,4539,5,Dhalsh ,422744,2662,2,3,50.06
Plot  Area,1,Chandapura,4540,5,Cangse ,363888,6311,5,2,92
Plot  Area,2,Jalahalli,4541,5,,385536,576,3,2,60
Built-up  Area,2,Whitefield,4542,1,,398398,9182,1,1,35
Super built-up  Area,1,Electronic City,4543,1,Pao 3ow,391964,3333,2,1,58
Super built-up  Area,2,Hebbal,4544,5,Cehosy ,444937,1062,5,3,386
Plot  Area,2,Whitefield,4545,5,,380651,1186,2,1,45
Plot  Area,2,Vidyaranyapura,4546,1,,382070,6816,4,2,175
Built-up  Area,1,Sarjapur,4547,1,,442586,6909,3,0,60
Super built-up  Area,2,KR Puram,4548,3,HovasTe,421851,6086,2,1,40
Plot  Area,1,Channasandra,4549,3,,404154,1676,2,1,48
Super built-up  Area,2,BTM 2nd Stage,4550,1,,447871,5037,3,1,50
Super built-up  Area,1,Vishwapriya Layout,4551,5,Sanumn ,396552,1404,2,2,60
Super built-up  Area,2,Budigere,4552,3,PrityTr,445509,8843,1,0,46
Plot  Area,1,Kanakpura Road,4553,5,ColeyNa,431157,5697,3,1,165
Built-up  Area,1,Sarjapur  Road,4554,1,Mades G,374037,3699,2,1,93
Built-up  Area,2,Bannerghatta Road,4555,1,,455422,9021,3,,68
Built-up  Area,2,Mallathahalli,4556,1,Viers S,421393,6666,3,3,60
Super built-up  Area,1,Marathahalli,4557,1,,433257,6831,2,1,58.5
Super built-up  Area,2,Nagavarapalya,4558,3,PuonsSe,431805,2034,1,1,52.5
Super built-up  Area,1,Battarahalli,4559,3,PaontWa,409363,7162,3,2,94.36
Plot  Area,1,Yelahanka,4560,5,,452499,1676,2,1,70
Built-up  Area,1,Doddakammanahalli,4561,2,SrarkSk,432892,1264,2,1,60
Super built-up  Area,2,Lingadheeranahalli,4562,2,Soiewre,391187,3190,3,1,130
Super built-up  Area,1,HMT Layout,4563,4,LoentKr,362482,3106,3,2,75
Built-up  Area,2,Chikkathoguru,4564,4,Srvasi ,438622,7590,2,2,46
Plot  Area,1,BEL Road,4565,2,,425275,9483,2,0,203
Plot  Area,1,Kamakshipalya,4566,5,,434472,1924,9,1,180
Super built-up  Area,1,Sarjapur  Road,4567,5,MJtumty,379624,6063,3,3,70
Plot  Area,1,Seegehalli,4568,5,Chorda ,418613,9200,3,1,235
Super built-up  Area,1,Yelahanka New Town,4569,4,SPllain,423723,5061,3,3,80
Super built-up  Area,1,Haralur Road,4570,1,SNnia E,361083,8431,3,2,101
Super built-up  Area,1,Kodigehalli,4571,5,,406855,4944,2,2,48
Plot  Area,2,Bidrahalli,4572,1,,390080,5620,2,0,72
Super built-up  Area,2,Bommasandra,4573,3,SSestth,366848,3125,2,1,40
Super built-up  Area,1,Raja Rajeshwari Nagar,4574,1,GrrvaGr,365507,9182,2,2,37.95
Super built-up  Area,2,Hoodi,4575,1,GoAirej,399314,4684,1,1,48.24
Plot  Area,1,Medi Agrahara,4576,4,,458338,1482,4,2,85
Plot  Area,2,Kumaraswami Layout,4577,3,,364465,7225,4,,95
Plot  Area,2,Kanakpura Road,4578,2,ColeyNa,432320,8721,3,1,99
Plot  Area,1,Harlur,4579,4,,363292,8932,4,,243
Built-up  Area,2,Seegehalli,4580,1,Paoliy ,456028,4732,5,3,150
Super built-up  Area,2,Bisuvanahalli,4581,3,Prityel,418811,7979,2,1,42
Super built-up  Area,1,Kanakpura Road,4582,1,Soazak ,432953,982,2,3,80
Super built-up  Area,1,Akshaya Nagar,4583,1,SuBayin,455291,6305,2,1,50
Built-up  Area,1,Hormavu,4584,3,Naandit,406023,6456,2,1,53.11
Super built-up  Area,2,Uttarahalli,4585,5,,364647,6134,2,3,61.2
Carpet  Area,1,4th Block Koramangala,4586,1,,361431,1662,9,,500
Super built-up  Area,2,whitefiled,4587,2,,410120,7359,2,1,32.73
Super built-up  Area,1,Cox Town,4588,4,ElentAp,374242,2578,3,3,140
Super built-up  Area,2,Sarjapur  Road,4589,4,,408726,7523,2,2,53
Built-up  Area,1,Banagiri Nagar,4590,4,,420489,3962,6,2,125
Plot  Area,1,Marathahalli,4591,2,,410595,8731,4,1,650
Super built-up  Area,1,Marathahalli,4592,2,,370247,4090,2,1,45.68
Plot  Area,1,Subbannaiah Palya,4593,3,,450961,4369,3,2,85
Built-up  Area,1,Vadarpalya,4594,4,,453467,9346,5,2,120
Super built-up  Area,2,Hegde Nagar,4595,3,SoisoCa,429440,4173,5,2,300
Plot  Area,2,N R Layout,4596,2,,453257,5906,3,2,120
Super built-up  Area,1,Budigere,4597,1,PrityTr,399383,3411,4,2,88
Super built-up  Area,2,Sarjapur  Road,4598,1,Shthi S,422164,1924,2,1,60
Super built-up  Area,1,Koramangala,4599,3,Gencysi,371423,7148,3,3,150
Super built-up  Area,2,Whitefield,4600,1,SMuilan,382838,9815,2,1,41.49
Super built-up  Area,1,Rajiv Nagar,4601,2,PuoodSk,361792,2988,5,1,129
Plot  Area,1,Judicial Layout,4602,2,,374931,1748,6,2,300
Plot  Area,1,Whitefield,4603,2,Chllea ,395248,5666,5,1,850
Super built-up  Area,1,9th Phase JP Nagar,4604,1,NaensGa,438337,9546,2,1,43
Super built-up  Area,1,Kengeri,4605,3,VBn 2lm,458444,8314,1,1,19.5
Super built-up  Area,1,1st Phase JP Nagar,4606,2,NCaveun,392428,8594,2,1,100
Super built-up  Area,2,Harlur,4607,4,SrEndPo,407940,9925,3,2,110
Built-up  Area,2,Richards Town,4608,1,Arata A,426745,9935,3,2,160
Super built-up  Area,1,Nagavarapalya,4609,1,Giconal,389225,7173,3,1,80
Super built-up  Area,2,Thanisandra,4610,1,Bhmesy ,426124,922,2,2,82
Built-up  Area,1,Manorayana Palya,4611,3,,399241,4492,2,2,52
Carpet  Area,1,BCC Layout,4612,4,Mae 1Ar,430399,2481,2,3,40
Built-up  Area,1,Thanisandra,4613,2,,449781,9924,2,1,48
Super built-up  Area,1,Varthur,4614,2,Soamsay,458751,1193,2,1,59
Plot  Area,2,Varthur,4615,4,Darsh S,379146,7103,4,3,112
Super built-up  Area,1,Yelahanka,4616,5,Niareum,454145,8150,2,2,57
Built-up  Area,1,Hebbal Kempapura,4617,4,,407950,8613,2,3,85
Plot  Area,1,Jeevan bima nagar,4618,3,,416256,5678,2,1,290
Super built-up  Area,2,Chikkalasandra,4619,5,,448211,2213,2,1,42.8
Super built-up  Area,2,Whitefield,4620,5,Brony H,416779,5052,3,2,95
Carpet  Area,1,Bhoganhalli,4621,3,Rosha I,423108,6892,2,1,80.64
Super built-up  Area,2,Kogilu,4622,2,,416902,634,2,2,50.66
Plot  Area,2,Whitefield,4623,1,Skensk ,454741,7688,4,3,400
Super built-up  Area,2,Talaghattapura,4624,4,Sodgere,395994,3826,3,2,170
Super built-up  Area,1,Kanakapura,4625,4,,407700,9790,2,1,47
Super built-up  Area,2,Begur Road,4626,3,Pruthg ,394863,4111,6,2,150
Plot  Area,1,Giri Nagar,4627,4,,376249,4504,3,0,240
Super built-up  Area,1,Marathahalli,4628,2,PrensKe,365644,4447,1,1,44
Plot  Area,1,Ramamurthy Nagar,4629,4,,412005,8215,2,0,65
Super built-up  Area,1,Haralur Road,4630,4,SNnia E,457986,5926,1,1,88
Super built-up  Area,1,Electronic City,4631,2,GMown E,384944,6351,2,1,54.1
Built-up  Area,2,Vinayak Nagar,4632,3,Niarknt,391653,2343,3,2,95
Super built-up  Area,1,Gopalapura,4633,2,Sothadr,402698,6940,5,3,351
Super built-up  Area,1,Kaikondrahalli,4634,2,Srsica ,392999,2305,3,3,92
Super built-up  Area,2,Kalyan nagar,4635,5,AgaveEn,437364,8492,3,2,85
Built-up  Area,2,Whitefield,4636,5,,457888,7362,4,3,198
Built-up  Area,2,Doddathoguru,4637,4,,436264,2044,2,3,32
Super built-up  Area,2,Raja Rajeshwari Nagar,4638,3,Prllsan,428440,8678,2,2,85
Super built-up  Area,2,Kadugodi,4639,3,,453200,1631,2,2,82
Super built-up  Area,1,Ramamurthy Nagar,4640,1,Vaharvi,452328,3063,2,1,56.4
Super built-up  Area,1,Harlur,4641,2,,426616,6044,2,2,52
Super built-up  Area,2,8th Phase JP Nagar,4642,2,,436112,6436,2,2,41.5
Built-up  Area,2,Dodda Nekkundi,4643,4,Adstah ,396789,9069,4,2,600
Super built-up  Area,2,Kada Agrahara,4644,1,CoaveAt,438170,9943,2,1,40
Built-up  Area,2,Basavanapura,4645,3,,448506,4451,3,0,85
Super built-up  Area,2,Kalyan nagar,4646,1,NCold G,413896,3655,2,2,73
Plot  Area,2,Madanayakahalli,4647,2,,368609,5475,2,1,34
Super built-up  Area,1,Akshaya Nagar,4648,3,Suiumy ,362321,8676,2,1,60
Super built-up  Area,2,Jalahalli,4649,1,Prensin,375332,4048,4,3,135
Super built-up  Area,2,KR Puram,4650,1,SVlesas,370330,9582,2,1,72
Super built-up  Area,2,Bellandur,4651,2,,371878,4845,2,2,35.11
Super built-up  Area,2,Thubarahalli,4652,5,Kenia G,403913,6458,2,1,75
Super built-up  Area,1,Thanisandra,4653,3,Bhmesy ,450380,5710,4,2,113
Super built-up  Area,2,Chandapura,4654,5,SunceEs,448847,8825,2,1,25.12
Plot  Area,2,Mahalakshmi Puram,4655,5,,416702,4317,6,2,408
Plot  Area,2,Richmond Town,4656,2,,426677,2343,5,2,500
Plot  Area,2,Mahalakshmi Puram,4657,5,,434625,7773,1,0,225
Super built-up  Area,1,Kodigehalli,4658,1,,417367,4769,1,1,53
Built-up  Area,1,4th Block Koramangala,4659,3,,408235,2109,3,3,140
Built-up  Area,2,Margondanahalli,4660,4,,440940,6012,2,2,45
Super built-up  Area,2,Bellandur,4661,4,Krala D,441671,4314,3,3,118
Super built-up  Area,2,Kadugodi,4662,4,,410814,9021,7,2,130
Super built-up  Area,1,Hebbal,4663,2,Raard B,442279,6742,3,2,120
Super built-up  Area,1,Gottigere,4664,3,Sklls C,458363,8987,2,2,63
Plot  Area,2,Anandapura,4665,5,,403596,6463,2,0,48
Super built-up  Area,2,Thanisandra,4666,5,Pronyt ,367756,4184,1,1,42
Plot  Area,2,TC Palaya,4667,3,,428547,5676,5,1,100
Super built-up  Area,1,Whitefield,4668,3,Suhamra,374164,4831,2,1,62
Super built-up  Area,2,Bisuvanahalli,4669,5,Prityel,378034,1915,2,1,37
Super built-up  Area,1,Sarjapur  Road,4670,2,Ahriaup,397281,5220,2,2,87
Built-up  Area,2,Jaladarsini Layout,4671,3,DiaveEn,414441,1632,2,2,48
Super built-up  Area,2,Hebbal,4672,2,Magiaya,407991,7921,2,1,90
Super built-up  Area,1,Mysore Road,4673,3,PrntaEn,450842,2898,3,2,120
Built-up  Area,1,Kasavanhalli,4674,1,,421440,4662,3,3,110
Super built-up  Area,1,Kodichikkanahalli,4675,2,Suntsan,451754,6476,2,2,85
Super built-up  Area,1,Marathahalli,4676,2,PuilaMi,374913,2367,3,2,90
Super built-up  Area,2,Basavanapura,4677,2,,425422,8351,2,2,38.52
Built-up  Area,1,9th Phase JP Nagar,4678,5,NaensGa,429813,3171,2,0,37
Super built-up  Area,1,Hennur Road,4679,2,DSapeSk,447286,8700,3,2,72.04
Super built-up  Area,1,Thigalarapalya,4680,5,,424446,4657,2,2,106
Super built-up  Area,1,Sanjay nagar,4681,5,,438931,5728,2,2,180
Super built-up  Area,1,Whitefield,4682,4,Goted U,410087,3420,5,2,175
Super built-up  Area,1,BTM 2nd Stage,4683,1,Rencyes,364256,7204,2,1,48
Plot  Area,2,Ramamurthy Nagar,4684,5,,440548,3201,9,2,150
Plot  Area,1,Munnekollal,4685,1,,361788,7391,40,0,660
Super built-up  Area,1,Electronics City Phase 1,4686,1,Shitt S,412660,2832,1,1,42.41
Super built-up  Area,1,Hebbal,4687,4,Raard B,381364,7769,3,2,117
Plot  Area,2,Sarjapur,4688,1,,400196,5133,3,2,190
Super built-up  Area,2,Chandapura,4689,4,SunceEs,451801,7551,1,1,16.45
Built-up  Area,1,4th T block Jayanagar,4690,1,,391189,1611,4,,333
Plot  Area,1,Attur Layout,4691,2,,435688,3451,4,2,200
Plot  Area,1,1st Block HRBR Layout,4692,3,,459247,1634,10,,600
Built-up  Area,1,Electronics City Phase 1,4693,1,SNavenc,395390,6904,2,0,28
Super built-up  Area,1,Bannerghatta Road,4694,3,Hiate F,459087,6632,3,,110
Super built-up  Area,1,Sarjapur  Road,4695,3,PualeSk,447185,4137,2,1,71.32
Built-up  Area,2,Electronic City Phase II,4696,3,Coush W,403196,6151,2,2,45
Super built-up  Area,1,Begur Road,4697,4,SLtalry,376707,8731,2,1,35.52
Plot  Area,2,Sarakki Nagar,4698,1,,404257,2119,6,2,75
Built-up  Area,2,Neeladri Nagar,4699,4,Guenoa ,375994,5648,1,1,20.5
Super built-up  Area,1,Chikkalasandra,4700,1,,429105,9910,2,1,52.4
Super built-up  Area,1,Kanakapura,4701,2,,422184,7463,2,2,39
Super built-up  Area,1,Basavanna Nagar,4702,2,Itala A,453197,1978,3,2,87.5
Super built-up  Area,1,Marathahalli,4703,5,Asintas,396919,2069,2,1,89
Super built-up  Area,1,Vittasandra,4704,3,Prlla C,384083,5557,2,1,68.8
Super built-up  Area,1,Electronic City,4705,4,Sie 2is,401622,5674,2,1,35
Super built-up  Area,2,Kanakpura Road,4706,5,PrarePa,455628,4596,2,1,41
Plot  Area,2,A Narayanapura,4707,5,,422246,2803,4,3,320
Super built-up  Area,2,Dodda Nekkundi,4708,3,,392836,8793,2,1,41.15
Built-up  Area,2,Thanisandra,4709,2,,392459,8147,4,1,95
Super built-up  Area,1,Thanisandra,4710,1,Bhmesy ,411625,4545,3,2,130
Super built-up  Area,2,Singasandra,4711,4,,374560,4781,3,2,56
Super built-up  Area,1,Raja Rajeshwari Nagar,4712,5,,373690,2758,2,2,45
Built-up  Area,1,Yelahanka,4713,5,,418124,7716,5,2,220
Super built-up  Area,1,Brooke Bond First Cross,4714,1,Viium E,385462,7924,2,2,55
Plot  Area,1,Nagarbhavi,4715,2,,361200,8276,4,3,240
Super built-up  Area,2,Sarjapur  Road,4716,1,Maana E,373797,5567,7,,290
Super built-up  Area,1,Kundalahalli Colony,4717,2,Goourta,428527,1428,3,2,140
Super built-up  Area,1,7th Phase JP Nagar,4718,1,Axdam V,372390,9471,3,2,89.13
Super built-up  Area,2,7th Phase JP Nagar,4719,5,Brnia G,363626,5922,2,2,73
Plot  Area,2,Budigere,4720,4,,427399,3250,3,0,135
Built-up  Area,1,Thanisandra,4721,1,Soitya ,363890,8074,3,2,125
Built-up  Area,2,Padmanabhanagar,4722,2,,433414,5025,4,2,360
Super built-up  Area,2,Tasker Town,4723,4,,362705,8414,2,1,60
Super built-up  Area,2,Marathahalli,4724,4,Aiitya ,414935,5139,2,1,57
Built-up  Area,1,"Hoodi Circle, ",4725,2,,386722,1632,4,3,95
Super built-up  Area,1,Marathahalli,4726,2,,391850,2928,3,2,72
Built-up  Area,2,Sarjapur  Road,4727,3,Shthi S,412831,2220,2,2,37
Super built-up  Area,1,Glass Factory Layout,4728,3,VMlet C,383994,5629,3,3,68
Super built-up  Area,1,Thigalarapalya,4729,5,Prtanha,384349,8181,4,2,156
Super built-up  Area,1,Raghavendra Nagar,4730,5,Keony H,433215,5216,3,1,100
Super built-up  Area,2,Hennur Road,4731,5,Puachal,403985,6576,3,2,102
Super built-up  Area,1,Marathahalli,4732,5,PuilaMi,363991,2232,3,2,88
Super built-up  Area,2,Uttarahalli,4733,5,Revane ,394966,5476,2,2,75
